"Export time: 8/5/2022, 11:15:38 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"Search Term: bathbombs","","1","Organic Bath Bombs - 25 Extra Large Pcs + 3 Bubble Bars & Dried Flowers - Bubble Bath Shower Salts for Women Men & Kids - Relaxing Bathbombs Gift Set Bath Essentials Shower Steamers","Lagunamoon","$23.99","3768","125","$90394","03/08/2020","$14.6","4550","4.4","$9.39","6475","Beauty & Personal Care","B085NJ7ZNN","https://www.amazon.com/dp/B085NJ7ZNN"
"Average Sales: 773","","2","Bath Bombs 7 Natural Bath Bomb Gift Set Handmade Bubble Bathbombs for Women Kids Shea Butter Moisturize Gifts for Mom Her Girlfriend Mothers Day Gifts for Birthday Valentines Christmas","STNTUS INNOVATIONS","$14.99","3082","102","$46199","06/11/2019","$7.6","1546","4.6","$7.39","5648","Beauty & Personal Care","B07Q6BLNT6","https://www.amazon.com/dp/B07Q6BLNT6"
"Average Sales Rank: 177,582","","3","LifeAround2Angels Bath Bombs Gift Set 12 USA made Fizzies Shea & Coco Butter Dry Skin Moisturize Perfect for Bubble & Spa Bath. Handmade Birthday Mothers day Gifts idea For Her/Him wife girlfriend","Lifearound2angels","$21.44","11256","375","$241329","01/25/2017","$12.43","40630","4.8","$9.01","672","Beauty & Personal Care","B01MFGN8S5","https://www.amazon.com/dp/B01MFGN8S5"
"Average Price: $19.86","","4","Nagaliving Bath Bombs Gift Set 10 Organic Bubble Bath Bombs Wonderful Fizz Effect Bath Gift for Valentines Day Christmas","nagaliving","$9.99","4460","148","$44555","11/11/2019","$4.05","2634","4.4","$5.94","5041","Beauty & Personal Care","B081DGZP4B","https://www.amazon.com/dp/B081DGZP4B"
"Average Rating Number: 1,659","","5","Bath Bombs for Women - 24 All Natural BathBombs with Organic Essential Oils Moisturizing Shea Butter and Bath Salts for Relaxation and Stress Relief- Bath Bombs Gift Set - Gift for Kids Women","Mineral Me California","$25.45","1638","54","$41687","08/17/2020","$14.9","2317","4.7","$10.55","9033","Beauty & Personal Care","B08G4DB4DB","https://www.amazon.com/dp/B08G4DB4DB"
"","","6","JOYIUS Bath Bombs Gift Set with Natural Essential Oils Fizzy Spa Moisturizes Dry Skin Bubble Baths Valentines Day Gift Ideas for Girlfriends Women Moms Wife Her/Him 6 x 4.0 Oz","JOYIUS","$7.99","76","2","$607","04/15/2020","$2.21","254","4.4","$5.78","112946","Beauty & Personal Care","B087T2LKBT","https://www.amazon.com/dp/B087T2LKBT"
"","","7","Organic Bath Bombs Gift Set 50 Handmade Bulk Bath Bombs For Kids Women Men Wonderful Fizz Effect Bath Gift For Valentine's Day Christmas & Any Anniversaries","nagaliving","$35.19","1631","54","$57395","10/15/2019","$19.45","2708","4.4","$15.74","10140","Beauty & Personal Care","B07R8YFY4F","https://www.amazon.com/dp/B07R8YFY4F"
"","","8","10 Bath Bombs for Kids Bath Bomb Gift Set Natural Bubble Bathbombs Shea Butter Dry Skin Moisturize Fizzy Spa Bath for Her Mom Women Kids Girls Girlfriend Birthday Christmas Valentines Mothers Day","comfso","$16.99","1407","46","$23905","02/25/2021","$9.3","1104","4.7","$7.69","14111","Beauty & Personal Care","B08PFJ3T1Z","https://www.amazon.com/dp/B08PFJ3T1Z"
"","","9","30 Pcs Bath Bomb Gift Set Natural Organic Mini Bath Bombs Handmade with Rich Fizz - Best Birthday Gift for Kids/Women/Men Mother's Day","PickMora","$18.39","2324","77","$42738","02/10/2021","$9.84","3311","4.5","$8.55","5538","Beauty & Personal Care","B0883D2SC5","https://www.amazon.com/dp/B0883D2SC5"
"","","10","Aofmee Bath Bombs Gift Set Handmade Bubble and Floating Fizzies Spa Kit Shea and Cocoa Dry Skin Moisturize Birthday Valentines Mothers Day Anniversary Christmas Gifts for Women Mom Her Kids","Aofmee","$14.99","2446","81","$36666","06/08/2019","$7.6","9952","4.7","$7.39","6169","Beauty & Personal Care","B07Q8XDQYJ","https://www.amazon.com/dp/B07Q8XDQYJ"
"","","11","Bath Bombs Scented Candles Set Handmade Essential Oil Relaxing Bathbombs Bubble Spa. Bath Bombs for Women Gifts for Women. Fizzy to Moisturize Dry Skin (4 Bath Bomb+2 Candles)","LA BELLEFE","$18.99","1610","53","$30574","11/07/2018","$11","4231","4.7","$7.99","8530","Beauty & Personal Care","B07K9R9H3W","https://www.amazon.com/dp/B07K9R9H3W"
"","","12","Bath Bombs Gift Set - 6 Relaxing Scents USA Made Bath Bombs for Women & Men Natural Bath Bombs for Kids Bath Bombs Bath Bombs for Girls Bathbomb Bath Sets for Women Gift Idea Spa Gifts for Women","Beauty by Earth","$31.99","507","16","$16219","04/12/2015","$22.05","1903","4.6","$9.94","33334","Beauty & Personal Care","B00W2EH98I","https://www.amazon.com/dp/B00W2EH98I"
"","","13","Handmade Organic Bath Bombs Gift Set For Women All Natural with Epsom Salt Relaxation Dead Sea Salt - Natural and Safe Bath Bombs Kit for Kids Her Mom Mother Grandma Girlfriend - Best Gifts Idea","Relaxcation","$25.89","0","0","$0","10/26/2016","...","713","4.5","","820","Handmade Products","B072LHFRGZ","https://www.amazon.com/dp/B072LHFRGZ"
"","","14","Two Sisters Bubble Bombs Sea Animal Surprise Set | Includes 6 Large 99% Natural Fizzies in Gift Box Safe for Kids | Bath Bomb with Squishy Toys Inside | Fun Fizzy Bubble Bath Time for Boys and Girls","Two Sisters","$29.99","5273","175","$158137","02/05/2021","...","6145","4.8","","4484","Beauty & Personal Care","B08W2VGDF5","https://www.amazon.com/dp/B08W2VGDF5"
"","","15","ComfyCozy Crystal Bath Bombs Luxury Gift Set | Relaxation Beauty Self Care Gifts for Her Women Mom Birthday Best Friend Men | 6*50g Organic Bathbombs | Relaxing Aromatherapy Essential Oils Spa Bubble","ComfyCozy","$9.99","...","...","...","11/22/2021","$4.67","1182","4.6","$5.32","20273","...","B093ZF3F6H","https://www.amazon.com/dp/B093ZF3F6H"
"","","16","Bath Bombs for Kids with Toys Inside Surprise Dino Egg Bath Bomb Kit with Dinosaur Toy Organic and Natural Bubble Bath Fizz Spa Bath Set Gift for Birthday Easter Christmas Boys and Girls Gifts","YULONG Lab","$21.99","2499","83","$54953","12/28/2021","$13.55","294","4.7","$8.44","8183","Beauty & Personal Care","B09P2M1XF5","https://www.amazon.com/dp/B09P2M1XF5"
"","","17","Aofmee Bath Bombs 7 Bath Bombs for Women Handmade Bathbombs for Kids Girls Mothers Day Gifts for Mom Spa Relaxation Gifts for Her Birthday Valentines Christmas Gifts for Women Who Have Everything","Aofmee","$13.99","1589","52","$22230","12/16/2018","$6.75","6836","4.6","$7.24","11424","Beauty & Personal Care","B07D6GM758","https://www.amazon.com/dp/B07D6GM758"
"","","18","Bath Bomb Gift Set Family Pack Mini Bath Bombs with Reusable Bowknot 40 Pcs Organic Bath Bombs Natural Bath Bombs for Kids Women & Men Best for Christmas & Any Anniversaries","BYGGVIR","$26.88","929","30","$24972","08/15/2021","$16.42","690","4.5","$10.46","28858","Beauty & Personal Care","B09CPV3R4F","https://www.amazon.com/dp/B09CPV3R4F"
"","","19","INTEYE Bath Bombs Gift Set 24 Handmade Fizzies Rich in Essential Oil Moisturize Dry Skin Gifts idea for Kids Her/Him Wife/Girlfriend Birthday Christmas Mothers Day","INTEYE","$19.99","3816","127","$76282","06/03/2018","$10.56","25595","4.5","$9.43","5029","Beauty & Personal Care","B07BFB1YFC","https://www.amazon.com/dp/B07BFB1YFC"
"","","20","Dove Bath Bomb Milk Swirls Lavender & Honey Macaroon 2 Pieces Total Weight 5.6 oz","Dove Bath Bomb","$4.25","200","6","$850","11/06/2017","$0.14","93","4.5","$4.11","33403","Beauty & Personal Care","B07NDNBLHD","https://www.amazon.com/dp/B07NDNBLHD"
"","","21","Organic Bath Bombs with Surprise Toy for Kids - 6pc Gift Set for Boys Girls & Toddlers - Bath Tablets Fizzy Bath Bombs - Natural Bubble Bath for Kids and Safe for Sensitive Skin","Lagunamoon","$16.99","6037","201","$102569","08/31/2020","$9.3","1259","4.6","$7.69","3713","Beauty & Personal Care","B08H55WQNL","https://www.amazon.com/dp/B08H55WQNL"
"","","22","Dr. Teal's Pink Himalayan Moisture Bomb Bath Soaks 1.6oz x 4(Total 6.4oz) Pack of 1","Dr Teal's","$5.55","914","30","$5073","01/29/2019","...","498","4.3","","17841","Beauty & Personal Care","B07PPTP833","https://www.amazon.com/dp/B07PPTP833"
"","","23","iHave Bath Bombs for Women 12 Large Bath Bomb Set Bubble Bath Spa Gifts for Women Natural Handmade BathBombs Rich in Essential Oils Romantic Gifts for Her","iHave","$14.99","860","28","$12891","08/05/2021","$6.95","595","4.5","$8.04","29611","Beauty & Personal Care","B09HJ9WLW6","https://www.amazon.com/dp/B09HJ9WLW6"
"","","24","Marvelous Essentials Bath Bomb Gift Set for Women | 12 Aromatherapy BathBombs Crafted from Pure Essential Oils | Fizzy Spa Relaxing Bubble Bath Bombs Make a Great Gift Idea for Women & Kids","Marvelous Essentials","$18.99","82","2","$1557","12/28/2021","$10.35","259","4.5","$8.64","102371","Beauty & Personal Care","B09PFGJ1NX","https://www.amazon.com/dp/B09PFGJ1NX"
"","","25","Bath Bombs Spa Set Natural Body Relaxation  6 Fizz Balls Floral scents: Lavender Jasmine Rose Calendula Green Tea & Osmanthus  Coconut Shea Butter Genuine moisturize & Making Skin so Soft","LIYALAN","$6.99","183","6","$1279","03/17/2021","$1.29","118","4.5","$5.70","52867","Beauty & Personal Care","B08X357P6B","https://www.amazon.com/dp/B08X357P6B"
"","","26","Bath Bombs for Kids 28 Bath Bombs with Toy Inside Gentle and Kid Safe Bubble Bath Fizzies Birthday or Easter Gift for Girls and Boys","EASESEC","$35.99","1082","36","$38941","10/04/2021","$24.16","189","4.6","$11.83","21375","Beauty & Personal Care","B098DPP6HV","https://www.amazon.com/dp/B098DPP6HV"
"","","27","Bath Bombs Set Handmade Organic Bath Bombs Made from Essential Oils and Shea Butter Natural Bath Moisturize Dry Skin Birthday Gifts for Women Girls-A","Bath Bombs","$12.99","268","8","$3481","06/22/2021","$6.52","227","4.3","$6.47","31968","Beauty & Personal Care","B097QW1NX2","https://www.amazon.com/dp/B097QW1NX2"
"","","28","Bath Bombs Ultra Lux Gift Set - 6 XXL Fizzies with Natural Dead Sea Salt Cocoa and Shea Essential Oils - Best Gift Idea for Birthday Mom Girl Him Kids - Add to Bath Basket","BELLISSO","$14.99","1141","38","$17104","02/23/2017","$6.95","6114","4.5","$8.04","20049","Beauty & Personal Care","B06X9VJ7K3","https://www.amazon.com/dp/B06X9VJ7K3"
"","","29","Bath Bomb Gift Set with Toys Inside 20 Pack Organic Bath Bombs for Kids Kids Safe Handmade Fizzy Balls for Kid Ideal Birthday Gift for Boys & Girls)","Yekery","$21.69","4076","135","$88408","10/14/2021","$12.65","665","4.2","$9.04","2652","Beauty & Personal Care","B09JKDM885","https://www.amazon.com/dp/B09JKDM885"
"","","30","Bath Bombs 6 Bath Bombs for Kids Aofmee Kids Bath Bombs Bath Bombs with Surprise Inside Handmade Bathbombs Christmas Birthday Halloween Easter Valentines Gift Set for Kids Boys Girls Women","Aofmee","$9.99","372","12","$3716","04/04/2022","$4.05","126","4.7","$5.94","33364","Beauty & Personal Care","B09P4WVLX2","https://www.amazon.com/dp/B09P4WVLX2"
"","","31","Nagaliving Bath Bombs Gift Set 20 Wonderful Fizz Effect Handmade Bath Bombs for Valentines Day Christmas Mothers Day Fathers Day Childrens Day Birthday Thanksgiving Day& Any Anniversaries","nagaliving","$19.99","1469","48","$29365","04/28/2019","$11.2","6051","4.4","$8.79","13725","Beauty & Personal Care","B07R5RZ8V2","https://www.amazon.com/dp/B07R5RZ8V2"
"","","32","Bath Bombs - 12 pcs - Gift Set for Women and Men - with Organic Essential Oils - Self Care Shower Balls for Relaxing","PURE NATURE LUX SPA","$19.99","174","5","$3478","07/13/2020","$10.56","683","4.6","$9.43","92936","Beauty & Personal Care","B08CXBTDBW","https://www.amazon.com/dp/B08CXBTDBW"
"","","33","Bath Bombs Gifts for Women Mom Kids Bath Bomb Mothers Day Gifts XXL Size Bubble Fizzies with Essential Oils6 X 4 OzSkin Moisturizing Bubble Bath Fizzy SpaIdeal Gifts for Birthday Mother's Day","Urasses","$6.00","1337","44","$8022","10/19/2021","$0.38","602","4.5","$5.62","8451","Beauty & Personal Care","B09H5VYD8J","https://www.amazon.com/dp/B09H5VYD8J"
"","","34","Fizz & Bubble Bath Truffles with Vitamin E Avocado Oil Epsom Salt Witch Hazel & More - Bath Bomb Set - 9 Truffles - Donuts","Fizz & Bubble","$21.99","51","1","$1121","10/12/2017","...","103","3.8","","145814","Beauty & Personal Care","B083RKDWWN","https://www.amazon.com/dp/B083RKDWWN"
"","","35","Bath Bombs Gift Set BODY & EARTH 10 X 3.5 oz Natural Essential Oils Lavender Handmade Birthday Gift Idea for Family Women Men","BODY & EARTH","$16.79","1084","36","$18200","07/18/2019","$8.48","1382","4.5","$8.31","14796","Beauty & Personal Care","B07T6DHVFC","https://www.amazon.com/dp/B07T6DHVFC"
"","","36","Bath Bombs for Kids with Toys Inside Surprise - 12pack Bubble Bath Fizzies Vegan Essential Oil Spa Bathbombs Fizz Bath Balls Kit for Girls Boys Women Skin Moisturize Handmade Girl Gift Set Kid Safe","Excalla","$24.99","1079","35","$26964","09/08/2018","$15.45","2952","4.6","$9.54","13089","Beauty & Personal Care","B07MFD9TFY","https://www.amazon.com/dp/B07MFD9TFY"
"","","37","Marvelous Essentials Bath Bomb Gift Set for Women | 24 Aromatherapy BathBombs Crafted From Pure Essential Oils | Fizzy Spa Relaxing Bubble Bath Bombs Make a Great Gift Idea for Women & Kids","Marvelous Essentials","$18.00","757","25","$13626","03/31/2021","$8.27","1336","4.6","$9.73","19672","Beauty & Personal Care","B08XS7HCK5","https://www.amazon.com/dp/B08XS7HCK5"
"","","38","Cuddle Monkeyz Little Dreamers Spa Kit with Bath Bomb for Kids with A Surprise Toy and Fox Eye Mask","CUDDLE MONKEYZ","$34.99","310","10","$10847","08/10/2021","$24.6","177","4.7","$10.39","29629","Beauty & Personal Care","B0956NGKQD","https://www.amazon.com/dp/B0956NGKQD"
"","","39","Bath Bombs for Kids Girls 6 Pack Orangic Aromatherapy Bath Bomb for Women MomRich In Essential Oils Skin Moisturizing Bubble Bath Fizzy SpaRelaxation And Stress Relief Gift for Christmas Birthday","Urasses","$8.49","1254","41","$10646","09/25/2021","$2.67","333","4.3","$5.82","25441","Beauty & Personal Care","B09H61MBFD","https://www.amazon.com/dp/B09H61MBFD"
"","","40","Bath Bombs Gift Set 12 Fizzies Shea & Coco Butter Dry Skin Moisturize Perfect for Bubble & Spa Bath. Handmade Birthday Mothers Day Gifts Idea for Wife Girlfriend Mother Kd","AsFrost","$22.99","40","1","$920","09/04/2021","$13.75","29","4.1","$9.24","165970","Beauty & Personal Care","B097JJLJWJ","https://www.amazon.com/dp/B097JJLJWJ"
"","","41","Luxury Bath Bombs for Women - Gift Set of 24 Bathbombs with Organic Essential Oils - Natural Vegan Soap for Moisturizing Fizzy Bubbles","Aqua Elegante","$30.95","154","5","$4766","11/14/2020","$19.58","169","4.7","$11.37","86404","Beauty & Personal Care","B08JTFD1ZM","https://www.amazon.com/dp/B08JTFD1ZM"
"","","42","Bath Bombs with Surprise Inside - Puppy Bath Bombs for Kids 12 Pack Kids Bubble Bath Gift Set Fizzies Balls with Toy Handmade Gentle Kids Safe Organic Bathbomb Ideal Birthday Gift for Boys & Girls","pinyi","$19.99","1447","48","$28926","06/01/2021","$11.2","532","4.7","$8.79","13050","Beauty & Personal Care","B093WKLCR7","https://www.amazon.com/dp/B093WKLCR7"
"","","43","Cash Money Bath Bombs (Rainbow Magic) - Jumbo Size Rainbow Bath Bomb 7.5oz - Money Soap Bathbombs - $2-$2500 Inside - Rare $2 Bill - Smell Good Bath Bombs with Money Inside - Mystery Surprise Gift","JEWELRY CANDLES JC A HIDDEN JEWEL INSIDE EVERY CANDLE","$16.99","876","29","$14883","08/20/2020","...","4507","3.5","","18508","Beauty & Personal Care","B0855Z1RQ3","https://www.amazon.com/dp/B0855Z1RQ3"
"","","44","Bath Bombs Gift Set for Women 5 Color Large Bubble Bathbombs Essential Oil with 4pcs Scented Candles Fizzy Spa for Moisturizing Skin Idea Valentine's Day Birthday Gifts for Friends Mom Love","OFUN","$19.99","482","16","$9635","08/16/2020","$11.2","1103","4.6","$8.79","31404","Beauty & Personal Care","B08G1MLBH9","https://www.amazon.com/dp/B08G1MLBH9"
"","","45","Bulk Bath Bomb Gift Set - 42 Moisturizing Bath Bombs for Women & Men! Nourishing Bath Bombs Ideal Gift Set for Women! 100% Natural Sulfate & Paraben Free","Purelis","$49.99","219","7","$10948","06/02/2018","$34.56","650","4.6","$15.43","77493","Beauty & Personal Care","B07DH9P4XZ","https://www.amazon.com/dp/B07DH9P4XZ"
"","","46","12 Bath Bombs Gift Set - 4.5 Oz Extra Large Handmade Vegan Bath Bombs for WomenKids Men Mothers Day & Easter - Bulk Bath Ball Fizzies with Organic Moisturizing Shea Butter","Amor Bath Bombs","$24.97","12","0","$300","05/01/2017","$14.79","2572","4.4","$10.18","168079","Beauty & Personal Care","B071YTN8PQ","https://www.amazon.com/dp/B071YTN8PQ"
"","","47","Bubbly Belle USA Made 3 oz Bath Bombs Gifts for Women and Men 12 Fizzies with Essential and Fragrance Oils Coconut Oil Epsom Salt and Kaolin Clay for Mother and Grandmother","Bubbly Belle","$24.97","...","...","...","10/13/2019","$15.43","36","4.4","$9.54","178921","...","B09HR8B6DF","https://www.amazon.com/dp/B09HR8B6DF"
"","","48","Kids Love Surprises - 3 XL Surprise Bath Bombs Gift Set - XL 6.5 oz Each-Made in USA- Shea & Cocoa Butter ","The Island Bath & Body","$16.95","256","8","$4339","11/29/2018","$9.27","1342","4.6","$7.68","34139","Beauty & Personal Care","B07L1HGLJH","https://www.amazon.com/dp/B07L1HGLJH"
"","","49","Light Up Bath Bombs with Surprise InsideNatural Bath Bombs Gift Set 6 with Essential OilsMagnesium Bath Bombs for Women Relaxing Spa Bath Skin Moisturize Gifts for Women","SHARLOVY","$18.98","599","19","$11369","06/06/2021","$10.99","489","4.5","$7.99","25762","Beauty & Personal Care","B096RCZH7R","https://www.amazon.com/dp/B096RCZH7R"
"","","50","Bath Bombs for Girls - 6 Aromatherapy Bathbombs with Natural and Organic Ingredients Skin Moisturizing Bubble Bath Fizzy Kids Bath Bombs for Girls Birthday Bath Bombs for Teenage Girls Women Mom","Mineral Me California","$13.97","501","16","$6999","12/11/2020","$6.73","629","4.7","$7.24","35552","Beauty & Personal Care","B08QF8T4RF","https://www.amazon.com/dp/B08QF8T4RF"
"","","51","XL 12pcs Bath Bombs Gift Set (2.5oz X 12pcs) Yimiyaa Organic & Natural Handmade Bubble Spa Bath Essential Oil/Shea Butter/Coconut Oil to Moisturize Dry Skin Birthday Mothers Day Girls Gifts","Yimiyaa","$12.99","342","11","$4443","01/17/2021","$5.25","376","4.5","$7.74","51002","Beauty & Personal Care","B08T9BHF7J","https://www.amazon.com/dp/B08T9BHF7J"
"","","52","Bath Bombs for Women with Inspirational Messages Natural and Organic Bath Bomb Gift Set with Essential Oils Skin Moisturizing Shea Butter and Sea Salt Birthday Gift for Her Wife Girlfriend","Mineral Me California","$24.97","511","17","$12760","10/20/2018","$15.43","1761","4.6","$9.54","38193","Beauty & Personal Care","B07KGMPPBS","https://www.amazon.com/dp/B07KGMPPBS"
"","","53","%  Bath Bomb Gift Set Kit 6-pack with Organic Essential Oils for a Fizzy & Relaxing Spa Day - Paraben-Free/Sulfate-Free Bubble Bath Bombs for Kids/Adults/Women/Girls/Baby/Mothers","Eclat Skincare","$9.99","106","3","$1059","03/14/2020","$4.67","3016","4.5","$5.32","66400","Beauty & Personal Care","B07JWMLDM6","https://www.amazon.com/dp/B07JWMLDM6"
"","","54","HanZ 8 Bath Bombs Gift Set Ideas - Vegan Gifts for Women Mom Girls Teens Her Mothers Wife - Ultra Comforting Spa Fizzies - Add to Bath Bubbles Bath Beads Bath Pearls & Flakes","HanZ","$20.99","17","0","$357","01/29/2016","$12.7","5250","4.5","$8.29","83566","Beauty & Personal Care","B018MU5FN6","https://www.amazon.com/dp/B018MU5FN6"
"","","55","Ahila power of healing 12 XXL Bubbly Organic Bath Bombs Gift Set for Women Men and Kids Designed in Canada Long Lasting Floaters Relaxing Aromatherapy Rich in Pure Essential Oils Healing Properties","Ahila power of healing","$27.49","596","19","$16384","01/31/2020","$16.64","287","4.7","$10.85","35138","Beauty & Personal Care","B084DZJYHG","https://www.amazon.com/dp/B084DZJYHG"
"","","56","Vicks VapoShower Plus Shower Bomb Tablets Strong Soothing Non-Medicated Vapors Steam Aromatherapy with Eucalyptus and Menthol Contains Essential Oils 12 Tablets","Vicks","$28.80","8187","272","$235786","12/16/2020","$18.69","10640","4.5","$10.11","2349","Beauty & Personal Care","B08QTZBK5Y","https://www.amazon.com/dp/B08QTZBK5Y"
"","","57","Bath Bombs Gift Set - The Best Ultra Bubble Fizzies with Natural Dead Sea Salt Cocoa and Shea Essential Oils 6 x 4.1 oz The Best Birthday Gift Idea for Her/Him Wife Girlfriend Women","PURE NATURE LUX SPA","$17.99","1446","48","$26014","09/03/2017","$10.15","6554","4.5","$7.84","16678","Beauty & Personal Care","B075CXNR95","https://www.amazon.com/dp/B075CXNR95"
"","","58","Bath Bombs Bath Bombs for Kids Aofmee Kids Bath Bombs Bath Bombs for Girls Handmade Bathbombs Christmas Birthday Halloween Easter Valentines Gift Set for Kids Boys Girls Women","Aofmee","$14.99","338","11","$5067","12/27/2021","$7.6","322","4.7","$7.39","37092","Beauty & Personal Care","B095395SFV","https://www.amazon.com/dp/B095395SFV"
"","","59","Bath Bombs Gift Set - 6pc XXL Organic Handmade Fizzy Shower Bombs with Essential Oils + Coconut Oil to Moisturize Dry Skin - Relaxing Spa Day for Women Men & Kids - Birthday Anniversary Bridal","Lagunamoon","$9.99","2789","92","$27862","04/17/2018","$4.05","3814","4.6","$5.94","23495","Beauty & Personal Care","B07CGCMVNV","https://www.amazon.com/dp/B07CGCMVNV"
"","","60","BodyRestore Shower Steamers Aromatherapy - 15 Pack Shower Bombs for Women Eucalyptus Shower Tablets for Nasal Congestion Essential Oil Stress Relief and Relaxation Bath Gifts for Women and Men","Body Restore","$29.97","14731","491","$441488","02/19/2020","$16.04","14882","4.3","$13.93","562","Beauty & Personal Care","B08BC88KG1","https://www.amazon.com/dp/B08BC88KG1"
"","","61","XXL Big Shell Bath Bomb Gift Set for Kids 9 Pack Bath Bombs with Little Mermaid for Girls Kids Bath Bomb Gift Set With Surprise Inside for Princess Grils Birthday and Party Favor","BB","$17.99","1852","61","$33317","05/13/2018","$8.86","810","4.8","$9.13","6711","Beauty & Personal Care","B07BKW6XGR","https://www.amazon.com/dp/B07BKW6XGR"
"","","62","Bubbly Belle Bath Bombs Gift Set 12 Extra Large Handmade Aromatherapy Fizzies with Essential Oil Blends Epsom Salt Kaolin Clay Vegan","Bubbly Belle","$26.97","2039","67","$54992","01/23/2020","$16.19","8771","4.7","$10.78","9587","Beauty & Personal Care","B07Z42VNCZ","https://www.amazon.com/dp/B07Z42VNCZ"
"","","63","Lush Bath Bombs Bulk Individually Wrapped Bathbombs Shower Essentials Organic Bath Ball Self Care and Stress Relief Gifts for Women Men Kids 6PCS","ENMOLOVE","$12.68","...","...","...","05/10/2022","$5.64","0","","$7.04","99914","...","B0B1299FZF","https://www.amazon.com/dp/B0B1299FZF"
"","","64","Natural Bath Bombs Gift Set - 40 Large Nurture Me Organic Bath Bombs for Women Men & Kids! Infused with Essential Oils! Bulk Individually Wrapped Bath Bomb Set. 40 Unique Aromatherapy Spa Bombs!","Nurture Me Organics","$63.99","221","7","$14142","09/21/2019","$46.76","504","4.6","$17.23","49100","Beauty & Personal Care","B07Y7FKCPT","https://www.amazon.com/dp/B07Y7FKCPT"
"","","65","Bath Bombs for Kids with Surprise Toys Inside-9 Pack Organic Dinosaur Bath Bombs Gift SetBubble Bath FizzesBirthday or Easter Gift for 3 4 5 6 7 8 9 Year Old Girls and Boys (9 Pack)","STARYAR","$19.80","3210","107","$63558","01/30/2021","$11.69","2214","4.6","$8.11","7289","Beauty & Personal Care","B08VH881WP","https://www.amazon.com/dp/B08VH881WP"
"","","66","Natural Bath Bombs for Women Relaxing Gift Set by STENDERS - 4 Large Fizzies Set - Super Fizzy Bathbombs with Essential Oils (Orange Grapefruit and Juniper Berries) and Cranberry Extract","STENDERS","$21.85","...","...","...","05/09/2022","$12.14","66","4.6","$9.71","86486","...","B09JYFQQGR","https://www.amazon.com/dp/B09JYFQQGR"
"","","67","Bath Bomb Kit","DIY Gift Kits","$39.99","240","8","$9598","12/27/2021","$27.56","1025","4.4","$12.43","54800","Beauty & Personal Care","B01A9GHPAM","https://www.amazon.com/dp/B01A9GHPAM"
"","","68","Bath Bombs Gift Set for Kids and Aldult-12 Pcs Natural Scent Smile Shape Aromatherapy Rainbow Bubble Bath by EUSEMIA with Essential Oils Body Restore for Stress Relief and Christmas Gifts for Women","EUSEMIA","$21.99","68","2","$1495","09/23/2021","$12.9","34","4.2","$9.09","145818","Beauty & Personal Care","B09H2CSY1Y","https://www.amazon.com/dp/B09H2CSY1Y"
"","","69","Bath Bombs Gift Set 6 Organic Bath Bombs for Women Large Bathbombs for Kids Girls Relaxing Spa Bath with Essential Oil Self Care Gifts for Women Bath Gifts Eucalyptus Peppermint Lavender","Lovelyduo","$9.99","...","...","...","05/10/2022","$4.05","2","3","$5.94","159668","...","B0B12N1ZVH","https://www.amazon.com/dp/B0B12N1ZVH"
"","","70","Bath Bombs with Surprise Inside 16 Organic Bubble Bath Bombs with 16 Small Animals Great Gift for Birthday Christmas Valentines Day Easter Party Favors (Bonus Scene Props)","nagaliving","$23.99","765","25","$18352","11/03/2019","$14.6","2562","4.6","$9.39","30214","Beauty & Personal Care","B0846KG7QK","https://www.amazon.com/dp/B0846KG7QK"
"","","71","Beautifier Life Moisturizer Bath Bombs Gift Set (Set of 24) Natural Refreshing Bubble Bath Kit with Relaxing Scents Made from Essential Oils for Bubble and Spa Bath  Ideal for Dry Skin Moisturize","Beautifier Life","$36.99","427","14","$15795","12/03/2020","...","262","4.5","","31462","Beauty & Personal Care","B08PP9B454","https://www.amazon.com/dp/B08PP9B454"
"","","72","5+1 Bath Bombs Gift Set 100% Handmade Pure Essential Oil Bath Bombs Fizzy Spa for Moisturing Skin Best Gift Choice For Woman Kids Birthday & Valentine's Day","nagaliving","$8.99","604","20","$5430","04/09/2020","$4.5","4948","4.5","$4.49","32645","Beauty & Personal Care","B07SHDKG6F","https://www.amazon.com/dp/B07SHDKG6F"
"","","73","Old Whaling Co | Oatmeal Milk and Honey Bath Bomb | Soothing Fizz | Moisturize Cleanse Skin | Calming Soak | Handmade With Ingredients for Relaxation | 8 oz | 2.75 Inch Round | 4 Pack","OLD WHALING CO","$32.00","0","0","$0","10/26/2016","...","263","4.9","","2174","Handmade Products","B073D9LGRJ","https://www.amazon.com/dp/B073D9LGRJ"
"","","74","NAVANA Bath Bomb Gift Sets - Rainbow Bath Bomb Dinosaur Bath Bomb Galaxy Bath Bombs - Special Birthday Gifts Bathbomb Surprise for Kids (12 oz)","NAVANA","$12.99","139","4","$1806","05/20/2021","$5.9","304","4.5","$7.09","88482","Beauty & Personal Care","B08Y86Q9T1","https://www.amazon.com/dp/B08Y86Q9T1"
